iv     -0.04269800   0.16473800   0.63241600  -0.05490388   0.36233632   0.93042891
iv     -0.07523000   0.15322500   0.63453600  -0.09507998   0.34826362   0.93256219
iv     -0.10484800   0.13535100   0.63684000  -0.15569237   0.25410677   0.95456254
iv     -0.12992100   0.11145600   0.63676800  -0.23034928   0.19946241   0.95244630
iv     -0.14965500   0.08302100   0.63706100  -0.30407134   0.19569205   0.93233322
iv     -0.16336300   0.05124600   0.63836800  -0.35434052   0.17364565   0.91885254
iv     -0.17055900   0.01735000   0.64089000  -0.42208277   0.05417445   0.90493716
iv     -0.17016400  -0.01731600   0.64047500  -0.33259371  -0.15816067   0.92971319
iv     -0.16139300  -0.05065700   0.63252800  -0.19236911  -0.32202107   0.92698250
iv     -0.14582900  -0.08093700   0.62225700  -0.11455887  -0.34952508   0.92989703
iv     -0.12533100  -0.10757900   0.61604600  -0.12653350  -0.26995911   0.95452153
iv     -0.10062900  -0.13003400   0.61429100  -0.10519378  -0.26683261   0.95798467
iv     -0.07190000  -0.14664800   0.61082700  -0.07458198  -0.30693939   0.94880226
iv     -0.04076300  -0.15759500   0.61008500   0.02234638  -0.36328942   0.93140831
iv     -0.00816100  -0.16110200   0.60480800   0.11757137  -0.39134021   0.91270467
iv      0.02421000  -0.15823900   0.60067000   0.18225101  -0.35585035   0.91659975
iv      0.05513900  -0.14909200   0.59691500   0.21203427  -0.32749641   0.92075380
iv      0.08365500  -0.13443400   0.59528600   0.31019286  -0.20821990   0.92759089
iv      0.10782900  -0.11356300   0.58747200   0.38632214  -0.13850201   0.91190591
iv      0.12777200  -0.08899000   0.58296800   0.41194749  -0.10580407   0.90504407
iv      0.14252300  -0.06116000   0.57875700   0.40385793  -0.13604415   0.90464952
iv      0.15261800  -0.03135300   0.58038800   0.38472261  -0.16206583   0.90869312
iv      0.18494100   0.00000000   0.56767200   0.42394090  -0.10001277   0.90015085
iv      0.18415700   0.03155300   0.57280900   0.42312290  -0.07264813   0.90315517
iv      0.17761800   0.06268100   0.57616900   0.41481986  -0.04366071   0.90885545
iv      0.16672700   0.09302900   0.58421100   0.42711707  -0.06733918   0.90168533
iv      0.15066900   0.12153100   0.59284800   0.40082801  -0.05769068   0.91433511
iv      0.12996400   0.14757900   0.60355900   0.33254126  -0.06813527   0.94062421
iv      0.10452000   0.16971900   0.61294100   0.27551278   0.03674682   0.96059481
iv      0.07517900   0.18713700   0.62131500   0.19589311   0.19205586   0.96163425
iv      0.04253800   0.19738800   0.62157200   0.03304338   0.39673346   0.91733892
iv      0.00853900   0.20093300   0.61790200  -0.03227664   0.51064118   0.85918788
iv     -0.02553900   0.19931200   0.61682900  -0.05043354   0.52828235   0.84756959
iv     -0.05906800   0.19277300   0.61910700  -0.07863008   0.49714331   0.86409828
iv     -0.09107400   0.18054600   0.62104900  -0.14426046   0.48091523   0.86481759
iv     -0.12079200   0.16327100   0.62421200  -0.19198112   0.38495180   0.90274878
iv     -0.14694000   0.14079800   0.62568800  -0.27808745   0.26779828   0.92247030
iv     -0.16824700   0.11367600   0.62389100  -0.33750882   0.18944105   0.92206284
iv     -0.18469300   0.08345900   0.62276900  -0.37734791   0.17276364   0.90981387
iv     -0.19637300   0.05113400   0.62463300  -0.44020406   0.12629150   0.88897179
iv     -0.20178500   0.01717800   0.62401800  -0.48358778   0.03041981   0.87476711
iv     -0.20153500  -0.01716300   0.62421900  -0.46847884  -0.05665672   0.88165616
iv     -0.19487700  -0.05077400   0.62177800  -0.34062293  -0.20360505   0.91788943
iv     -0.18205200  -0.08233400   0.61643500  -0.16439137  -0.26620636   0.94979453
iv     -0.16384600  -0.11076400   0.60929600  -0.07649259  -0.25235260   0.96460720
iv     -0.14187300  -0.13601100   0.60564100  -0.10118585  -0.23192808   0.96745583
iv     -0.11632800  -0.15736900   0.60373200  -0.09912181  -0.29542544   0.95020981
iv     -0.08761100  -0.17390300   0.60137200  -0.06881927  -0.31484324   0.94664547
iv     -0.05659600  -0.18498700   0.59786600   0.03157272  -0.34671391   0.93743940
iv     -0.02431700  -0.19008600   0.59225200   0.09735573  -0.37596992   0.92150338
iv      0.00806300  -0.19005100   0.58830300   0.12266267  -0.36390647   0.92332332
iv      0.03984400  -0.18516300   0.58673900   0.17621678  -0.35222536   0.91917623
iv      0.07001500  -0.17453100   0.58295700   0.24607270  -0.37102405   0.89542693
iv      0.09821200  -0.15983400   0.58266800   0.31440327  -0.31874106   0.89417824
iv      0.12260300  -0.13954100   0.57621400   0.39979255  -0.19344441   0.89596048
iv      0.14348300  -0.11601400   0.57165500   0.41884637  -0.13164974   0.89846317
iv      0.15987900  -0.08937700   0.56570700   0.44482037  -0.11039177   0.88879047
iv      0.17267400  -0.06102800   0.56451700   0.40204284  -0.18175383   0.89740019
iv      0.18151900  -0.03112700   0.56700600   0.41371559  -0.13342748   0.90057566
iv      0.21332500   0.00000000   0.55576600   0.40938618  -0.09579576   0.90731809
iv      0.21287500   0.03132100   0.55987900   0.41507089  -0.10059340   0.90421077
iv      0.20786900   0.06250800   0.56407700   0.38623593  -0.04521900   0.92129097
iv      0.19855600   0.09302300   0.56947400   0.39202964  -0.08528424   0.91599092
iv      0.18543300   0.12263700   0.57814100   0.38145218  -0.10790477   0.91806906
iv      0.16832100   0.15084600   0.58934400   0.37513134  -0.11277365   0.92008618
iv      0.14703300   0.17684100   0.60162300   0.33969200   0.04019350   0.93967751
iv      0.12057200   0.19776700   0.60611100   0.26774263   0.17995563   0.94653571
iv      0.09103000   0.21446000   0.60994000   0.12826818   0.33822939   0.93228116
iv      0.05858300   0.22422200   0.60527200  -0.03116203   0.53617239   0.84353310
iv      0.02512100   0.22827400   0.59790900  -0.08003079   0.62274877   0.77831809
iv     -0.00836100   0.22867100   0.59486300  -0.05858036   0.65079368   0.75699136
iv     -0.04165000   0.22537200   0.59573300  -0.02425388   0.62467500   0.78050810
iv     -0.07440900   0.21803400   0.59925200  -0.11764963   0.58253411   0.80424659
iv     -0.10582300   0.20576700   0.60202300  -0.13158791   0.55972557   0.81816374
iv     -0.13555400   0.18946100   0.60675300  -0.18426784   0.46501609   0.86591304
iv     -0.16244300   0.16850400   0.60999100  -0.29342845   0.36371179   0.88408907
iv     -0.18546800   0.14322400   0.61066400  -0.37655762   0.27501592   0.88463021
iv     -0.20414500   0.11457300   0.60988100  -0.39955283   0.19617463   0.89547364
iv     -0.21809300   0.08341000   0.60813800  -0.43653096   0.13014909   0.89022578
iv     -0.22730500   0.05063300   0.60659000  -0.47117301   0.08827401   0.87761250
iv     -0.23235300   0.01701100   0.60783100  -0.45980750   0.04065606   0.88708745
iv     -0.23168400  -0.01696300   0.60636500  -0.43315707  -0.01379026   0.90121295
iv     -0.22691800  -0.05058600   0.60797600  -0.36779307  -0.04981658   0.92857233
iv     -0.21706400  -0.08310700   0.60866100  -0.22678712  -0.08190521   0.97049428
iv     -0.20236200  -0.11371400   0.60843100  -0.04092048  -0.10073858   0.99407105
iv     -0.18236200  -0.14096800   0.60355700   0.04770862  -0.17198428   0.98394375
iv     -0.15867800  -0.16473300   0.59835200  -0.00664895  -0.24707416   0.96897376
iv     -0.13197500  -0.18461200   0.59325600  -0.03613659  -0.27997943   0.95932563
iv     -0.10305500  -0.20061000   0.58967000  -0.07804094  -0.27423108   0.95849201
iv     -0.07260600  -0.21309100   0.58959700   0.01071220  -0.28417884   0.95871144
iv     -0.04046700  -0.21934300   0.58392800   0.09391359  -0.28796176   0.95302585
iv     -0.00808800  -0.22161400   0.58105300   0.11234566  -0.28280142   0.95257641
iv      0.02403100  -0.21872600   0.57676100   0.14832531  -0.30035792   0.94222329
iv      0.05522500  -0.21159100   0.57372100   0.22339383  -0.30364249   0.92622699
iv      0.08457000  -0.19931800   0.56788500   0.25272180  -0.28289628   0.92525747
iv      0.11224400  -0.18426300   0.56679600   0.29308355  -0.32440049   0.89936998
iv      0.13696200  -0.16488200   0.56318500   0.36224274  -0.25457266   0.89664539
iv      0.15869500  -0.14244400   0.56025500   0.40120629  -0.16971661   0.90012765
iv      0.17655500  -0.11696600   0.55541200   0.42014530  -0.10629111   0.90121037
iv      0.19066200  -0.08944800   0.55081100   0.36063239  -0.13266376   0.92322511
iv      0.20242700  -0.06094500   0.55273800   0.33397156  -0.16613149   0.92782721
iv      0.21006700  -0.03092900   0.55442900   0.39758079  -0.08759635   0.91337637
iv      0.24158500   0.00000000   0.54356000   0.32910749  -0.08351883   0.94059176
iv      0.24090600   0.03106100   0.54555600   0.37502306  -0.09821327   0.92179816
iv      0.23749300   0.06228200   0.55162700   0.36872125  -0.08864582   0.92530349
iv      0.22956000   0.09293700   0.55619900   0.35546608  -0.08963135   0.93038169
iv      0.21883900   0.12329700   0.56527300   0.37206085  -0.11792172   0.92068735
iv      0.20420900   0.15254700   0.57508300   0.39465168  -0.06328417   0.91664888
iv      0.18553400   0.17995000   0.58461000   0.40350804   0.06101800   0.91293925
iv      0.16195500   0.20340700   0.58819100   0.36861474   0.21047604   0.90544078
iv      0.13623500   0.22523600   0.59706100   0.34029081   0.36900654   0.86489094
iv      0.10647300   0.24104900   0.59740000   0.13747435   0.54723552   0.82561135
iv      0.07404000   0.24978600   0.58836700  -0.06665526   0.63774867   0.76735501
iv      0.04104300   0.25395500   0.57869500  -0.13392578   0.67895163   0.72186465
iv      0.00817600   0.25488500   0.57210800  -0.09978311   0.72172734   0.68494742
iv     -0.02443600   0.25316400   0.56992800   0.00983032   0.72477105   0.68891965
iv     -0.05716100   0.25042900   0.57687200  -0.03721971   0.68368931   0.72882345
iv     -0.08892700   0.24161100   0.57789700  -0.11822147   0.63285872   0.76518856
iv     -0.11992700   0.22988000   0.58237700  -0.07463766   0.58682227   0.80626847
iv     -0.14999900   0.21513400   0.59024800  -0.14035292   0.52674335   0.83835703
iv     -0.17742300   0.19547700   0.59451700  -0.29531567   0.42123955   0.85752312
iv     -0.20080100   0.17098900   0.59309000  -0.40640852   0.32752631   0.85297048
iv     -0.22093300   0.14382400   0.59236900  -0.43895420   0.28787313   0.85114527
iv     -0.23787400   0.11457800   0.59363000  -0.45142914   0.20606379   0.86818745
iv     -0.25001700   0.08302400   0.59216200  -0.46220103   0.10384524   0.88067382
iv     -0.25801600   0.05025800   0.59097000  -0.47434298   0.07515959   0.87712586
iv     -0.26210700   0.01683400   0.59100900  -0.50452936   0.05416803   0.86169365
iv     -0.26268100  -0.01687700   0.59353300  -0.49726484   0.02377313   0.86727304
iv     -0.25913300  -0.05052700   0.59664200  -0.45635224   0.02595564   0.88942056
iv     -0.25152200  -0.08365300   0.60045300  -0.39033598  -0.00565439   0.92065512
iv     -0.24000400  -0.11584300   0.60530700  -0.31531752  -0.03202362   0.94844576
iv     -0.22395400  -0.14617300   0.60856000  -0.18822672  -0.23128052   0.95450512
iv     -0.20113800  -0.17158900   0.59967200  -0.02554131  -0.33676416   0.94124255
iv     -0.17543100  -0.19345000   0.59048100  -0.02409955  -0.33718373   0.94113035
iv     -0.14807200  -0.21252500   0.58487000  -0.07305802  -0.29914575   0.95140651
iv     -0.11922600  -0.22883000   0.58282000  -0.07011081  -0.27827798   0.95793833
iv     -0.08878600  -0.24163500   0.58206600  -0.03620126  -0.32664690   0.94445290
iv     -0.05681000  -0.24928500   0.57800000   0.04380424  -0.31900985   0.94673856
iv     -0.02433700  -0.25266700   0.57379800   0.09826875  -0.28794923   0.95259041
iv      0.00806600  -0.25190700   0.56981500   0.14158756  -0.28974666   0.94657268
iv      0.03986700  -0.24699300   0.56577400   0.14374254  -0.25794224   0.95540770
iv      0.07062200  -0.23836200   0.56255900   0.19120174  -0.19857059   0.96125523
iv      0.09971400  -0.22565500   0.55841800   0.21808935  -0.16126782   0.96251220
iv      0.12692800  -0.20977400   0.55535000   0.26702973  -0.19598317   0.94354953
iv      0.15146100  -0.19026100   0.55066200   0.31521297  -0.21128611   0.92520212
iv      0.17388000  -0.16871000   0.54902200   0.35862441  -0.18095589   0.91577481
iv      0.19242000  -0.14381800   0.54345100   0.37037519  -0.13296584   0.91931622
iv      0.20868700  -0.11768800   0.54173700   0.31252251  -0.12195593   0.94204906
iv      0.22215000  -0.09005100   0.54186300   0.30461960  -0.13792111   0.94243550
iv      0.23245300  -0.06102500   0.54296200   0.35247121  -0.10108911   0.93034673
iv      0.23807500  -0.03071200   0.54057300   0.36035747  -0.06974768   0.93020307
iv      0.27097800   0.00000000   0.53388100   0.32834088  -0.05971029   0.94267012
iv      0.27059900   0.03164500   0.53620900   0.32608158  -0.08074334   0.94188710
iv      0.26730100   0.06338800   0.54074000   0.34488436  -0.09940330   0.93336690
iv      0.26068300   0.09495300   0.54659200   0.35267426  -0.07835534   0.93245981
iv      0.25051700   0.12594800   0.55323000   0.39577340  -0.04504080   0.91724301
iv      0.23694100   0.15608000   0.56105200   0.46694598   0.05707918   0.88244174
iv      0.21911500   0.18420400   0.56684800   0.52457091   0.19316574   0.82916365
iv      0.19830500   0.21070400   0.57430900   0.49174030   0.32667333   0.80714064
iv      0.17283200   0.23271600   0.57515300   0.40522423   0.55092221   0.72957388
iv      0.14421900   0.25032300   0.57228300   0.37310368   0.71116723   0.59584798
iv      0.11432500   0.26561700   0.57293500   0.19468950   0.75842377   0.62200432
iv      0.08177800   0.27352200   0.56348800  -0.00998480   0.75542899   0.65515445
iv      0.04900900   0.27812100   0.55574300  -0.11914447   0.74019481   0.66175240
iv      0.01620100   0.27807700   0.54596400  -0.15349433   0.74151523   0.65314214
iv     -0.01610500   0.27629100   0.54130400  -0.02256506   0.74879806   0.66241398
iv     -0.04852400   0.27511400   0.54760200   0.02319091   0.75843947   0.65133075
iv     -0.08069600   0.26952300   0.55197500  -0.10873613   0.77386804   0.62394287
iv     -0.11272000   0.26140500   0.55951900  -0.02341970   0.72524787   0.68808942
iv     -0.14405300   0.24969000   0.56757900  -0.12124266   0.64297315   0.75623127
iv     -0.17360200   0.23338800   0.57306900  -0.25813775   0.55500539   0.79078058
iv     -0.20029200   0.21243500   0.57473100  -0.35698506   0.42831757   0.83012392
iv     -0.22408000   0.18810600   0.57535600  -0.40130072   0.32595057   0.85598712
iv     -0.24425600   0.16067300   0.57421600  -0.41766473   0.28627367   0.86232451
iv     -0.26154500   0.13137500   0.57489500  -0.45338060   0.24725325   0.85633630
iv     -0.27531100   0.10023700   0.57591900  -0.51403323   0.16767744   0.84122180
iv     -0.28453400   0.06745800   0.57484900  -0.53032706   0.10456026   0.84132060
iv     -0.29002000   0.03391300   0.57429900  -0.54490978   0.04448174   0.83731398
iv     -0.29149100   0.00000000   0.57352300  -0.55480557   0.01702076   0.83180591
iv     -0.28960000  -0.03387300   0.57425100  -0.57355164   0.02206133   0.81887228
iv     -0.28575300  -0.06781700   0.58039200  -0.58228929  -0.00360593   0.81297366
iv     -0.27739400  -0.10114900   0.58485900  -0.57685769  -0.07768511   0.81314219
iv     -0.26517200  -0.13348200   0.58930300  -0.55201124  -0.21029491   0.80688267
iv     -0.24790300  -0.16343700   0.58950300  -0.47933044  -0.36285827   0.79910964
iv     -0.22592700  -0.18996500   0.58494500  -0.30419507  -0.45870788   0.83489667
iv     -0.20096500  -0.21337000   0.57974600  -0.20247164  -0.44001856   0.87486507
iv     -0.17366300  -0.23359400   0.57485000  -0.15852339  -0.41524079   0.89579318
iv     -0.14493500  -0.25139700   0.57311800  -0.15325412  -0.40376636   0.90193453
iv     -0.11421600  -0.26514800   0.56998900  -0.06971585  -0.43214421   0.89910571
iv     -0.08211800  -0.27462900   0.56549200  -0.06165787  -0.42759713   0.90186418
iv     -0.04969200  -0.28227400   0.56632600   0.00430382  -0.38986282   0.92086289
iv     -0.01653200  -0.28429000   0.56258900   0.09886771  -0.37170421   0.92307159
iv      0.01642200  -0.28241400   0.55887000   0.10569661  -0.34179836   0.93381053
iv      0.04891500  -0.27794300   0.55834800   0.11948717  -0.30380447   0.94521197
iv      0.08031800  -0.26882500   0.55541000   0.20745685  -0.31228744   0.92705890
iv      0.11029400  -0.25624000   0.55265400   0.26882454  -0.29271624   0.91763313
iv      0.13805100  -0.23960000   0.54766700   0.32917138  -0.22134482   0.91796115
iv      0.16334700  -0.21981200   0.54197000   0.35759303  -0.21986545   0.90762680
iv      0.18645900  -0.19797800   0.53811600   0.35730713  -0.21848253   0.90807323
iv      0.20685500  -0.17384600   0.53437500   0.34346943  -0.17427883   0.92285191
iv      0.22505900  -0.14826200   0.53314900   0.28291807  -0.14930251   0.94745244
iv      0.24038000  -0.12091200   0.53225000   0.31413231  -0.10060154   0.94403402
iv      0.25215700  -0.09189100   0.53009600   0.32832000  -0.12436617   0.93634344
iv      0.26196400  -0.06216300   0.53177500   0.29516389  -0.10189731   0.94999748
iv      0.26805900  -0.03136200   0.53239200   0.27992131  -0.07677150   0.95694838
iv      0.30048000   0.00000000   0.52271500   0.41331613  -0.02914386   0.91012110
iv      0.30035100   0.03159200   0.52517100   0.40810264  -0.07464898   0.90987898
iv      0.29761600   0.06331600   0.52945500   0.40125632  -0.07804903   0.91263449
iv      0.29149700   0.09481300   0.53380800   0.40675163  -0.03260977   0.91295658
iv      0.28233100   0.12587600   0.53915400   0.45554730   0.07872752   0.88672354
iv      0.26871800   0.15537100   0.54151800   0.53162135   0.21809587   0.81842100
iv      0.25183200   0.18325100   0.54352300   0.57248176   0.37251271   0.73041011
iv      0.23141000   0.20867700   0.54358400   0.61561063   0.45274711   0.64501442
iv      0.20966200   0.23331800   0.54833700   0.53589275   0.60860480   0.58516592
iv      0.18275500   0.25190300   0.54256600   0.37145959   0.74595050   0.55278895
iv      0.15396500   0.26688400   0.53553600   0.35536591   0.75203835   0.55511566
iv      0.12582800   0.28298900   0.53952200   0.36735871   0.76010932   0.53598637
iv      0.09516600   0.29323400   0.53666600   0.11414346   0.83453798   0.53899688
iv      0.06354700   0.29920200   0.53156200   0.00520572   0.83142260   0.55561620
iv      0.03161800   0.30085500   0.52423600  -0.11781905   0.78574846   0.60722156
iv      0.00000000   0.29983200   0.51828600  -0.05156975   0.74148386   0.66898598
iv     -0.03144100   0.29904200   0.52008200  -0.01521598   0.74207898   0.67013974
iv     -0.06277700   0.29525600   0.52218500  -0.13302875   0.77769525   0.61440495
iv     -0.09316800   0.28649000   0.51983600  -0.02852961   0.78780497   0.61526367
iv     -0.12554200   0.28208300   0.53568900  -0.02244205   0.78418386   0.62012260
iv     -0.15642000   0.27112400   0.54390200  -0.11648611   0.74792389   0.65348362
iv     -0.18565800   0.25572700   0.54918800  -0.21424523   0.63638083   0.74102525
iv     -0.21344300   0.23724900   0.55487200  -0.29105778   0.54115604   0.78894582
iv     -0.23853600   0.21494400   0.55816000  -0.38288561   0.42210524   0.82172122
iv     -0.25978100   0.18882200   0.55738500  -0.44619714   0.33956060   0.82801371
iv     -0.27900500   0.16116100   0.55939400  -0.47341284   0.27501503   0.83680763
iv     -0.29359200   0.13074900   0.55738700  -0.53382628   0.17669017   0.82692810
iv     -0.30456000   0.09896500   0.55489500  -0.58367072   0.12931435   0.80162728
iv     -0.31304200   0.06655300   0.55492000  -0.60388417   0.10280225   0.79041483
iv     -0.31751000   0.03337900   0.55361500  -0.60987905   0.04376968   0.79128488
iv     -0.31957500   0.00000000   0.55490800  -0.61795723   0.02947168   0.78565914
iv     -0.31803400  -0.03344900   0.55580500  -0.60225367  -0.01444192   0.79817414
iv     -0.31363500  -0.06672800   0.55808700  -0.62927937  -0.04047550   0.77612448
iv     -0.30593700  -0.09952500   0.56065300  -0.66369258  -0.12603614   0.73731069
iv     -0.29522000  -0.13164300   0.56417900  -0.66201565  -0.19419695   0.72389421
iv     -0.28016900  -0.16201400   0.56494900  -0.61386974  -0.31810453   0.72247730
iv     -0.26236100  -0.19095300   0.56682500  -0.52430143  -0.40303505   0.75011383
iv     -0.23983300  -0.21625500   0.56311200  -0.36198035  -0.46919226   0.80549913
iv     -0.21540900  -0.23955600   0.56142500  -0.29518721  -0.47909889   0.82663702
iv     -0.18797400  -0.25897600   0.55669200  -0.23725316  -0.48177283   0.84356735
iv     -0.15963800  -0.27679000   0.55599200  -0.22467714  -0.50484174   0.83345966
iv     -0.12935900  -0.29083400   0.55369400  -0.15353376  -0.49464788   0.85542437
iv     -0.09782100  -0.30134000   0.55088700  -0.10217012  -0.42733673   0.89830094
iv     -0.06578400  -0.30986300   0.55141800  -0.07914261  -0.37209098   0.92481606
iv     -0.03293500  -0.31373200   0.54916300   0.03993107  -0.35092328   0.93555244
iv      0.00000000  -0.31407000   0.54683300   0.09691271  -0.33921925   0.93570200
iv      0.03264200  -0.31097500   0.54459700   0.08468635  -0.34328217   0.93540664
iv      0.06474300  -0.30506700   0.54373900   0.14653399  -0.31479665   0.93777975
iv      0.09546700  -0.29423500   0.53906700   0.28100882  -0.28448245   0.91657175
iv      0.12467000  -0.28037700   0.53450300   0.31410262  -0.37965274   0.87017432
iv      0.15251000  -0.26452900   0.53220900   0.36855613  -0.34598541   0.86282123
iv      0.17762400  -0.24475700   0.52652700   0.38277766  -0.29223722   0.87640098
iv      0.20107600  -0.22356600   0.52352800   0.35519399  -0.26494202   0.89646135
iv      0.22250100  -0.20057800   0.52180400   0.29424293  -0.23966185   0.92519365
iv      0.24210300  -0.17614800   0.52220300   0.25706960  -0.19168109   0.94719247
iv      0.25926400  -0.14993000   0.52296000   0.29548450  -0.12682394   0.94689208
iv      0.27243300  -0.12146000   0.52019900   0.30063905  -0.09188225   0.94930175
iv      0.28388300  -0.09236200   0.52062200   0.26926808  -0.13307194   0.95382732
iv      0.29320900  -0.06241300   0.52312600   0.30107540  -0.10017110   0.94832450
iv      0.29850900  -0.03141200   0.52312500   0.34970799  -0.03825525   0.93607738
iv      0.32918400   0.00000000   0.50816900   0.43445341  -0.00632143   0.90067212
iv      0.32902100   0.03191900   0.51024400   0.44419768  -0.06947029   0.89323138
iv      0.32651200   0.06396500   0.51408400   0.43059477  -0.10233628   0.89672484
